pareto_points,approximated_pareto_points,grid_points_with_highest_costs,differences,difference_with_previous_champs
[0.27636458 1.52629631 5.611506   7.83401957 3.50232706 4.20305366],"[0.30000000000000004, 1.6, 5.7, 8.0, 3.5, 4.2]","[0.30000000000000004, 1.6, 5.7, 8.0, 2.0, 4.2]",1.17375,"[0.07500000000000018, 0.15000000000000036, 0.07500000000000018, 0.29999999999999893, 0.07500000000000107, 0.45000000000000195, 0.15000000000000124, 0.3000000000000016, 0.07500000000000195, 0.375, 0.0, 0.45000000000000195, 0.22500000000000142, 0.22500000000000142, 0.22500000000000142, 0.22500000000000142, 0.22500000000000142, 0.22500000000000142, 0.22500000000000142, 0.1662499999999989, 0.18057692307692363, 0.39124999999999943, 0.3611538461538455, 0.3912500000000003, 0.54173076923077, 0.7824999999999998, 0.9630769230769234, 0.3912500000000003, 0.7524038461538458, 0.0, 0.54173076923077]"
[0.3922548  1.9552859  5.48267679 7.9069147  3.50272515 4.20339303],"[0.4, 2.0, 5.3999999999999995, 8.0, 3.5, 4.2]","[0.4, 2.0, 5.3999999999999995, 8.0, 2.0, 4.2]",1.150714285714285,"[0.07500000000000018, 0.15000000000000124, 0.0749999999999984, 0.2999999999999998, 0.07500000000000018, 0.4500000000000002, 0.14999999999999858, 0.2999999999999998, 0.07500000000000018, 0.375, 0.0, 0.4500000000000002, 0.22499999999999876, 0.22499999999999876, 0.22499999999999876, 0.22499999999999876, 0.22499999999999876, 0.22499999999999876, 0.22499999999999876, 0.22499999999999876, 0.15857142857142925, 0.17703296703296711, 0.383571428571428, 0.35406593406593334, 0.3835714285714289, 0.5310989010989005, 0.7671428571428569, 0.944175824175824, 0.3835714285714289, 0.7376373626373622, 0.0, 0.5310989010989005]"
[1.83367675 0.20802149 5.8525751  7.8027129  3.50050823 4.20190968],"[1.8, 0.2, 6.0, 8.0, 3.5, 4.2]","[1.8, 0.2, 6.0, 8.0, 2.0, 4.2]",1.0821428571428573,"[0.07500000000000107, 0.15000000000000036, 0.07499999999999929, 0.2999999999999998, 0.07500000000000018, 0.14999999999999947, 0.2999999999999998, 0.375, 0.4500000000000002, 0.22500000000000053, 0.22500000000000053, 0.22500000000000053, 0.22500000000000053, 0.22500000000000053, 0.22500000000000053, 0.13571428571428523, 0.1664835164835159, 0.36071428571428577, 0.33296703296703356, 0.36071428571428577, 0.49945054945054945, 0.7214285714285715, 0.8879120879120883, 0.36071428571428577, 0.6936813186813184, 0.0, 0.49945054945054945]"
[0.63820126 0.07336967 5.29790962 7.93793996 3.50054233 4.20294834],"[0.6000000000000001, 0.0, 5.3999999999999995, 8.0, 3.5, 4.2]","[0.6000000000000001, 0.0, 5.3999999999999995, 8.0, 3.5, 2.4]",1.2278571428571432,"[0.07500000000000018, 0.15000000000000036, 0.07500000000000018, 0.29999999999999893, 0.07500000000000107, 0.45000000000000107, 0.3000000000000016, 0.375, 0.45000000000000195, 0.22500000000000142, 0.22500000000000142, 0.22500000000000142, 0.22500000000000142, 0.22500000000000142, 0.22500000000000142, 0.22500000000000142, 0.22500000000000142, 0.18428571428571328, 0.1889010989010993, 0.4092857142857138, 0.3778021978021977, 0.4092857142857138, 0.5667032967032961, 0.8185714285714276, 1.0074725274725278, 0.4092857142857138, 0.7870879120879115, 8.881784197001252e-16, 0.566703296703297]"
[ 1.97683181  1.79420848  5.97072058  7.99582357  3.50548622 10.77108906],"[2.0, 1.8, 6.0, 8.0, 3.5, 10.799999999999999]","[2.0, 1.8, 6.0, 8.0, 3.5, 12.0]",0.35000000000000053,"[0.09615384615384581, 0.09615384615384581, 0.0961538461538467, 0.19230769230769162, 0.384615384615385, 0.0961538461538467, 0.4807692307692317, 0.0, 0.5769230769230766, 0.25778846153846136, 0.22711538461538439, 0.19644230769230742, 0.25778846153846136, 0.22711538461538439, 0.19644230769230742, 0.3967948717948717, 0.3467948717948719, 0.5051282051282051, 0.40512820512820547, 0.6134615384615376, 0.46346153846153815, 0.46346153846153815, 0.11346153846153761, 0.638461538461538, 0.06153846153846221, 0.8750000000000009]"
[0.50164216 0.01641359 5.94990705 7.9990012  3.5023279  4.20119489],"[0.5, 0.0, 6.0, 8.0, 3.5, 4.2]","[0.5, 0.0, 6.0, 8.0, 2.0, 4.2]",1.2321428571428577,"[0.07500000000000018, 0.15000000000000036, 0.07500000000000107, 0.3000000000000016, 0.0749999999999984, 0.4499999999999984, 0.2999999999999998, 0.375, 0.4499999999999984, 0.22499999999999964, 0.22499999999999964, 0.22499999999999964, 0.22499999999999964, 0.22499999999999964, 0.22499999999999964, 0.18571428571428683, 0.18956043956044066, 0.4107142857142847, 0.37912087912087866, 0.4107142857142865, 0.5686813186813193, 0.8214285714285712, 1.0109890109890118, 0.4107142857142865, 0.7898351648351651, 0.0, 0.5686813186813193]"
[0.57189648 0.33108703 5.44218501 7.60244209 3.50231488 4.20343261],"[0.6000000000000001, 0.4, 5.3999999999999995, 7.6000000000000005, 3.5, 4.2]","[0.6000000000000001, 0.4, 5.3999999999999995, 7.6000000000000005, 3.5, 2.4]",1.2128571428571426,"[0.0749999999999984, 0.15000000000000036, 0.07500000000000018, 0.2999999999999998, 0.07500000000000018, 0.4500000000000002, 0.15000000000000036, 0.3000000000000007, 0.07500000000000018, 0.375, 0.4500000000000002, 0.22499999999999876, 0.22499999999999876, 0.22499999999999876, 0.22499999999999876, 0.22499999999999876, 0.22499999999999876, 0.22499999999999876, 0.22499999999999876, 0.22499999999999876, 0.17928571428571516, 0.18659340659340717, 0.4042857142857139, 0.37318681318681257, 0.4042857142857139, 0.5597802197802189, 0.8085714285714278, 0.995164835164835, 0.4042857142857139, 0.7774725274725265, 8.881784197001252e-16, 0.5597802197802197]"
[0.69161493 0.03739574 5.94600617 7.17281443 3.50267316 4.20264554],"[0.7000000000000001, 0.0, 6.0, 7.2, 3.5, 4.2]","[0.7000000000000001, 0.0, 6.0, 7.2, 2.0, 4.2]",1.2182142857142857,"[0.07500000000000018, 0.14999999999999858, 0.07500000000000018, 0.2999999999999998, 0.07500000000000018, 0.4500000000000002, 0.29999999999999893, 0.3750000000000009, 0.4500000000000002, 0.22500000000000053, 0.22500000000000053, 0.22500000000000053, 0.22500000000000053, 0.22500000000000053, 0.22500000000000053, 0.22500000000000053, 0.22500000000000053, 0.18107142857142833, 0.18741758241758344, 0.4060714285714271, 0.3748351648351633, 0.40607142857142975, 0.5622527472527477, 0.8121428571428568, 0.9995604395604403, 0.40607142857142886, 0.7809065934065931, 0.0, 0.5622527472527477]"
[1.95016413 1.7603813  5.96202099 7.86955325 2.07745046 3.96676703],"[2.0, 1.8, 6.0, 8.0, 2.0, 4.2]","[2.0, 1.8, 6.0, 8.0, 0.5, 4.2]",0.9749999999999996,"[0.08571428571428541, 0.08571428571428452, 0.0857142857142863, 0.1714285714285717, 0.3428571428571434, 0.0857142857142863, 0.4285714285714288, 0.0, 0.5142857142857142, 0.24160714285714313, 0.22607142857142826, 0.21053571428571427, 0.24160714285714313, 0.22607142857142826, 0.21053571428571427, 0.06785714285714306, 0.6500000000000004, 0.3249999999999993, 1.2999999999999998, 0.32500000000000107, 1.9500000000000002, 1.083333333333334, 1.033333333333334, 1.1916666666666673, 1.0916666666666668, 1.2999999999999998, 1.1500000000000004]"
"[6.20568944e-03 1.87545860e+00 5.82400566e+00 7.96835622e+00
 3.50064400e+00 4.20276230e+00]","[0.0, 1.8, 5.7, 8.0, 3.5, 4.2]","[0.0, 1.8, 5.7, 8.0, 2.0, 4.2]",1.1941071428571428,"[0.07500000000000018, 0.15000000000000036, 0.22500000000000053, 0.07500000000000107, 0.15000000000000124, 0.0749999999999984, 0.2999999999999998, 0.07500000000000018, 0.4500000000000002, 0.22499999999999964, 0.22499999999999964, 0.22499999999999964, 0.22499999999999964, 0.22499999999999964, 0.22499999999999964, 0.22499999999999964, 0.17303571428571463, 0.18370879120879113, 0.39803571428571427, 0.36741758241758227, 0.39803571428571427, 0.5511263736263734, 0.7960714285714285, 0.9797802197802197, 0.39803571428571427, 0.7654532967032965, 0.0, 0.5511263736263734]"
[0.19674492 0.38166867 5.92317275 7.78358575 3.50235879 4.20444672],"[0.2, 0.4, 6.0, 7.6000000000000005, 3.5, 4.2]","[0.2, 0.4, 6.0, 7.6000000000000005, 2.0, 4.2]",1.245,"[0.07500000000000107, 0.15000000000000124, 0.0749999999999984, 0.2999999999999998, 0.375, 0.0749999999999984, 0.22499999999999964, 0.0, 0.2999999999999998, 0.375, 0.14999999999999947, 0.14999999999999947, 0.14999999999999947, 0.14999999999999947, 0.14999999999999947, 0.14999999999999947, 0.14999999999999947, 0.26500000000000057, 0.1915384615384621, 0.41500000000000004, 0.3830769230769224, 0.41500000000000004, 0.5746153846153845, 0.8300000000000001, 1.0215384615384622, 0.41500000000000004, 0.7980769230769234, 0.0, 0.5746153846153845]"
[1.97089633 0.87782295 5.9408794  7.99993113 3.49957963 4.18746295],"[2.0, 0.8, 6.0, 8.0, 3.5, 4.2]","[2.0, 0.8, 6.0, 8.0, 3.5, 2.4]",1.0285714285714294,"[0.07500000000000018, 0.07499999999999929, 0.07500000000000018, 0.14999999999999947, 0.2999999999999998, 0.07500000000000018, 0.375, 0.0, 0.44999999999999973, 0.22499999999999964, 0.22499999999999964, 0.22499999999999964, 0.22499999999999964, 0.22499999999999964, 0.22499999999999964, 0.11785714285714288, 0.15824175824175768, 0.3428571428571434, 0.31648351648351714, 0.34285714285714164, 0.47472527472527304, 0.685714285714285, 0.8439560439560427, 0.34285714285714164, 0.6593406593406588, 1.7763568394002505e-15, 0.4747252747252748]"
"[6.95384715e-04 7.21694607e-02 5.92374102e+00 7.53619912e+00
 3.50228088e+00 4.19864242e+00]","[0.0, 0.0, 6.0, 7.6000000000000005, 3.5, 4.2]","[0.0, 0.0, 6.0, 7.6000000000000005, 3.5, 2.4]",1.2857142857142865,"[0.07500000000000018, 0.15000000000000036, 0.22499999999999876, 0.07500000000000018, 0.15000000000000036, 0.22499999999999876, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4285714285714288, 0.197802197802198, 0.42857142857142794, 0.3956043956043951, 0.4285714285714288, 0.5934065934065931, 0.8571428571428568, 1.0549450549450547, 0.4285714285714288, 0.8241758241758239, 8.881784197001252e-16, 0.593406593406594]"
[1.96838809 3.89242571 5.99434221 7.95118614 3.84523772 5.77717789],"[2.0, 3.8000000000000003, 6.0, 8.0, 4.0, 6.0]","[2.0, 3.8000000000000003, 6.0, 8.0, 4.0, 7.8]",0.46730769230769287,"[0.08012820512820484, 0.08012820512820573, 0.08012820512820484, 0.1602564102564097, 0.3205128205128198, 0.08012820512820484, 4.440892098500626e-16, 0.23038461538461563, 0.22038461538461585, 0.21038461538461561, 0.23038461538461563, 0.22038461538461585, 0.21038461538461561, 0.18846153846153868, 0.29230769230769216, 0.2848901098901102, 0.3442307692307698, 0.23296703296703303, 0.18846153846153868, 0.3961538461538465, 0.0846153846153852, 0.5519230769230767, 0.07115384615384546, 0.5711538461538459, 0.15576923076923155]"
[0.57923521 0.34603659 5.98889528 6.63348518 3.5032624  4.20343269],"[0.6000000000000001, 0.4, 6.0, 6.800000000000001, 3.5, 4.2]","[0.6000000000000001, 0.4, 6.0, 6.800000000000001, 3.5, 2.4]",1.2128571428571426,"[0.0749999999999984, 0.15000000000000036, 0.07500000000000018, 0.2999999999999998, 0.07500000000000018, 0.4500000000000002, 0.15000000000000036, 0.3000000000000007, 0.07500000000000018, 0.375, 0.4500000000000002, 0.22499999999999876, 0.22499999999999876, 0.22499999999999876, 0.22499999999999876, 0.22499999999999876, 0.22499999999999876, 0.22499999999999876, 0.22499999999999876, 0.22499999999999876, 0.17928571428571516, 0.18659340659340717, 0.4042857142857139, 0.37318681318681257, 0.4042857142857139, 0.5597802197802189, 0.8085714285714278, 0.995164835164835, 0.4042857142857139, 0.7774725274725265, 8.881784197001252e-16, 0.5597802197802197]"
[1.22475111 3.78380882 5.9336883  7.98827311 3.50243532 8.01460596],"[1.2000000000000002, 3.8000000000000003, 6.0, 8.0, 3.5, 7.8]","[1.2000000000000002, 3.8000000000000003, 6.0, 8.0, 3.5, 9.6]",0.513461538461538,"[0.08653846153846168, 0.17307692307692335, 0.08653846153846168, 0.3461538461538467, 0.08653846153846168, 0.51923076923077, 0.17307692307692335, 0.3461538461538467, 0.08653846153846168, 0.0, 0.2417307692307702, 0.22384615384615447, 0.20596153846153964, 0.2417307692307702, 0.22384615384615447, 0.20596153846153964, 0.36556776556776605, 0.3166666666666673, 0.47152014652014707, 0.3737179487179496, 0.5774725274725281, 0.430769230769231, 0.430769230769231, 0.08846153846153904, 0.6019230769230779, 0.08269230769230695, 0.85576923076923, 0.171153846153846]"
[0.30887777 2.076292   5.9999461  7.99343686 3.50238176 4.22887899],"[0.30000000000000004, 2.0, 6.0, 8.0, 3.5, 4.2]","[0.30000000000000004, 2.0, 6.0, 8.0, 2.0, 4.2]",1.1464285714285714,"[0.0749999999999984, 0.14999999999999858, 0.07500000000000018, 0.2999999999999998, 0.07500000000000018, 0.4500000000000002, 0.15000000000000036, 0.3000000000000007, 0.07500000000000018, 0.375, 0.0, 0.4500000000000002, 0.22499999999999876, 0.22499999999999876, 0.22499999999999876, 0.22499999999999876, 0.22499999999999876, 0.22499999999999876, 0.15714285714285836, 0.17637362637362664, 0.38214285714285623, 0.3527472527472515, 0.382142857142858, 0.5291208791208799, 0.7642857142857142, 0.9406593406593409, 0.382142857142858, 0.7348901098901104, 0.0, 0.5291208791208799]"
[0.46927451 2.06114318 5.80626647 7.94540887 3.50177392 4.20260849],"[0.5, 2.0, 5.7, 8.0, 3.5, 4.2]","[0.5, 2.0, 5.7, 8.0, 2.0, 4.2]",1.1330357142857146,"[0.07500000000000107, 0.15000000000000124, 0.07500000000000018, 0.3000000000000016, 0.0749999999999984, 0.4499999999999993, 0.14999999999999858, 0.2999999999999998, 0.0749999999999984, 0.375, 0.0, 0.4499999999999993, 0.22499999999999964, 0.22499999999999964, 0.22499999999999964, 0.22499999999999964, 0.22499999999999964, 0.22499999999999964, 0.22499999999999964, 0.15267857142857189, 0.17431318681318686, 0.37767857142857153, 0.3486263736263737, 0.37767857142857153, 0.5229395604395606, 0.7553571428571431, 0.9296703296703299, 0.37767857142857153, 0.7263049450549453, 0.0, 0.5229395604395606]"
[0.45500302 0.22333095 5.611506   7.84339792 3.50192502 4.20304073],"[0.5, 0.2, 5.7, 8.0, 3.5, 4.2]","[0.5, 0.2, 5.7, 8.0, 3.5, 2.4]",1.2246428571428574,"[0.07500000000000018, 0.15000000000000036, 0.07500000000000018, 0.29999999999999893, 0.07500000000000107, 0.45000000000000107, 0.15000000000000124, 0.3000000000000016, 0.375, 0.45000000000000107, 0.22500000000000142, 0.22500000000000142, 0.22500000000000142, 0.22500000000000142, 0.22500000000000142, 0.22500000000000142, 0.22500000000000142, 0.18321428571428466, 0.18840659340659371, 0.4082142857142852, 0.37681318681318654, 0.4082142857142852, 0.5652197802197794, 0.8164285714285704, 1.004835164835165, 0.4082142857142852, 0.7850274725274717, 8.881784197001252e-16, 0.5652197802197803]"
[1.89897045 3.91826111 5.69097808 7.3103593  3.26156662 4.29824745],"[1.9000000000000001, 4.0, 5.7, 7.2, 3.5, 4.2]","[1.9000000000000001, 4.0, 5.7, 7.2, 3.5, 2.4]",0.9305357142857145,"[0.07500000000000062, 0.15000000000000036, 0.07499999999999973, 0.07500000000000018, 0.1499999999999999, 0.07500000000000018, 4.440892098500626e-16, 0.22500000000000053, 0.22500000000000053, 0.22500000000000053, 0.22500000000000053, 0.22500000000000053, 0.22500000000000053, 0.22500000000000053, 0.22500000000000053, 0.22500000000000053, 0.08517857142857066, 0.1431593406593401, 0.3101785714285712, 0.28631868131868066, 0.3101785714285712, 0.4294780219780212, 0.6203571428571424, 0.7635164835164825, 0.3101785714285712, 0.5964972527472523, 8.881784197001252e-16, 0.4294780219780221]"
[0.39698546 1.99186021 5.96413321 7.99760305 3.50128186 4.19936252],"[0.4, 2.0, 6.0, 8.0, 3.5, 4.2]","[0.4, 2.0, 6.0, 8.0, 2.0, 4.2]",1.1357142857142852,"[0.07500000000000018, 0.15000000000000124, 0.0749999999999984, 0.2999999999999998, 0.07500000000000018, 0.4500000000000002, 0.14999999999999858, 0.2999999999999998, 0.07500000000000018, 0.375, 0.0, 0.4500000000000002, 0.22499999999999876, 0.22499999999999876, 0.22499999999999876, 0.22499999999999876, 0.22499999999999876, 0.22499999999999876, 0.15357142857142936, 0.174725274725275, 0.3785714285714281, 0.3494505494505491, 0.378571428571429, 0.524175824175825, 0.7571428571428571, 0.9318681318681321, 0.378571428571429, 0.7280219780219781, 0.0, 0.524175824175825]"
[0.63522795 0.11757739 5.99039219 7.9646094  3.50668993 4.19010331],"[0.6000000000000001, 0.2, 6.0, 8.0, 3.5, 4.2]","[0.6000000000000001, 0.2, 6.0, 8.0, 2.0, 4.2]",1.2107142857142854,"[0.07500000000000018, 0.14999999999999858, 0.07500000000000018, 0.2999999999999998, 0.07500000000000018, 0.4500000000000002, 0.15000000000000036, 0.29999999999999893, 0.3750000000000009, 0.4500000000000002, 0.22500000000000053, 0.22500000000000053, 0.22500000000000053, 0.22500000000000053, 0.22500000000000053, 0.22500000000000053, 0.17857142857142794, 0.1862637362637365, 0.40357142857142847, 0.3725274725274721, 0.40357142857142847, 0.5587912087912086, 0.8071428571428569, 0.9934065934065934, 0.40357142857142847, 0.7760989010989006, 0.0, 0.5587912087912086]"
[ 1.97335908  2.77454033  5.98784801  7.99971194  3.49989876 10.63493618],"[2.0, 2.8000000000000003, 6.0, 8.0, 3.5, 10.799999999999999]","[2.0, 2.8000000000000003, 6.0, 8.0, 3.5, 12.0]",0.33076923076923137,"[0.0961538461538467, 0.0961538461538467, 0.09615384615384581, 0.19230769230769162, 0.38461538461538414, 0.09615384615384581, 0.48076923076923084, 8.881784197001252e-16, 0.5769230769230766, 0.2525000000000004, 0.21653846153846157, 0.18057692307692275, 0.2525000000000004, 0.21653846153846157, 0.18057692307692275, 0.39084249084249123, 0.34358974358974326, 0.49322344322344325, 0.3987179487179491, 0.5956043956043962, 0.453846153846154, 0.453846153846154, 0.12307692307692353, 0.6192307692307688, 0.04230769230769216, 0.8269230769230766]"
[1.9805204  2.47551956 5.21819956 7.29823063 3.31388355 4.0777654 ],"[2.0, 2.4000000000000004, 5.1, 7.2, 3.5, 4.2]","[2.0, 2.4000000000000004, 5.1, 7.2, 2.0, 4.2]",1.028571428571428,"[0.07499999999999973, 0.07500000000000018, 0.07499999999999973, 0.1499999999999999, 0.2999999999999994, 0.07499999999999973, 0.375, 4.440892098500626e-16, 0.4500000000000002, 0.2250000000000001, 0.2250000000000001, 0.2250000000000001, 0.2250000000000001, 0.2250000000000001, 0.2250000000000001, 0.2250000000000001, 0.2250000000000001, 0.2250000000000001, 0.2250000000000001, 0.2250000000000001, 0.11785714285714244, 0.15824175824175812, 0.3428571428571421, 0.31648351648351536, 0.3428571428571434, 0.4747252747252748, 0.6857142857142855, 0.8439560439560436, 0.3428571428571434, 0.6593406593406592, 0.0, 0.4747252747252748]"
[0.22793058 0.3602082  5.66694421 7.97372928 3.50232601 4.20453875],"[0.2, 0.4, 5.7, 8.0, 3.5, 4.2]","[0.2, 0.4, 5.7, 8.0, 2.0, 4.2]",1.245,"[0.07500000000000107, 0.15000000000000124, 0.0749999999999984, 0.2999999999999998, 0.375, 0.0749999999999984, 0.22499999999999964, 0.0, 0.2999999999999998, 0.375, 0.14999999999999947, 0.14999999999999947, 0.14999999999999947, 0.14999999999999947, 0.14999999999999947, 0.14999999999999947, 0.14999999999999947, 0.26500000000000057, 0.1915384615384621, 0.41500000000000004, 0.3830769230769224, 0.41500000000000004, 0.5746153846153845, 0.8300000000000001, 1.0215384615384622, 0.41500000000000004, 0.7980769230769234, 0.0, 0.5746153846153845]"
