pareto_points,approximated_pareto_points,grid_points_with_highest_costs,differences,difference_with_previous_champs
"[ 0.35331156  1.60252654  2.00848785  2.5209664   3.54396203  4.25393269
  5.11783099  6.62167396  1.05971299 12.11791899]","[0.4, 1.6, 2.1, 2.4000000000000004, 3.5, 4.2, 4.8999999999999995, 6.4, 0.9, 12.0]","[0.7000000000000001, 1.6, 2.1, 2.4000000000000004, 3.5, 4.2, 4.8999999999999995, 6.4, 0.9, 12.0]",1.1543960003136622,"[0.528448502419204, 1.2048526051479165, 0.3744602925417979, 2.3959509744139087, 0.21619735630364545, 0.035289849049014776, 0.6875486701024833, 0.8514090205665319, 0.8962732443477215, 0.5922370247771802, 0.4369388106424523, 0.37773615547629547, 3.4439535682512457, 3.74842730283652, 2.830970113705174, 3.3887980341675075, 2.305003076014101, 3.0525061036439336, 1.1706091518881419, 3.009081405040762, 1.29279290294577, 1.1820217040187053, 1.519552440439865, 1.1516475165761673, 0.3470190933937136, 0.3640414715500473, 0.345326436532563, 0.3449586225119514, 0.39297923995026274, 0.34015614837849206, 0.34701909339370296, 0.36404147155002775, 0.3453264365325719, 0.34495862251194254, 0.39297923995029294, 0.34015614837849206, 1.1543960003137066, 1.154396000313712, 1.1543960003136977, 1.1543960003137048, 1.1543960003136888, 1.1543960003137013, 1.154396000313671, 1.1543960003136622, 1.1543960003136622, 1.1543960003136604, 1.1543960003136604, 1.1543960003136586, 1.494653879969814, 0.814138120657514, 0.47388024100136406, 0.1336223613452141, 0.9714221944584942, 1.3373698061688337, 0.7884483886033244, 1.5203436120240035, 0.6054745827481547, 1.7033174178791732]"
"[ 0.49237978  1.39209008  0.16767719  0.02417414  0.26430682  2.76693125
 13.64653391 15.74581652  0.18910698  0.77770519]","[0.5, 1.4000000000000001, 0.3, 0.0, 0.5, 3.0, 13.299999999999999, 16.0, 0.0, 1.0]","[0.5, 1.4000000000000001, 0.3, 0.0, 0.5, 3.0, 13.299999999999999, 16.0, 2.7, 1.0]",1.0207736389684499,"[0.3225915209915513, 0.16965097267984142, 0.9640919549491755, 3.567037759410603, 1.5798128646191305, 0.025932470225034976, 1.7292515268569808, 2.064473603246009, 1.0887431419720137, 1.6696056395056722, 0.5909792622240904, 1.314125031268187, 0.5543611167332401, 0.10613115080930058, 0.24120723031319713, 0.17794631753366197, 0.4191535478468591, 0.17794631753366197, 0.0, 0.7167935146633688, 0.7332857943078164, 0.7539047167052786, 0.7824895293210545, 0.7167935146633688, 0.7332857943078164, 0.7211084283330838, 0.7959431771057321, 0.7337636248102104, 0.7416221364102054, 0.7158743518879991, 0.726784832680897, 0.711819960026352, 0.7087183591565545, 0.7158743518879991, 0.711819960026352, 0.7087183591565545, 0.3806102619048861, 0.04035238224873616, 0.2999054974074138, 1.3610315186245998, 0.6805157593122999, 0.34025787965614995, 0.0]"
"[ 0.66517701  1.39211877  0.16767719  0.0244017   0.26430682  3.38858942
 13.64653391 15.74581652  0.18910698  0.77770519]","[0.7000000000000001, 1.4000000000000001, 0.3, 0.0, 0.5, 3.5999999999999996, 13.299999999999999, 16.0, 0.0, 1.0]","[0.8, 1.4000000000000001, 0.3, 0.0, 0.5, 3.5999999999999996, 13.299999999999999, 16.0, 0.0, 1.0]",3.57772966833487,"[3.552640960909997, 0.02508870742487268, 0.19276053435088691, 0.033313131845835287, 0.5132311533901781, 0.11136856316333343, 0.02508870742487268, 0.0, 0.19276053435088691, 0.033313131845835287, 0.5132311533901781, 0.11136856316333343, 3.5777296683349267, 3.5777296683348236, 3.5777296683347846, 3.577729668334758, 3.5777296683348236, 3.5777296683347846, 3.577729668334758, 3.577729668334868, 3.5777296683348734, 3.5777296683348787, 3.577729668334884, 3.577729668334868, 3.5777296683348805, 3.577729668334868, 3.5777296683348716, 3.577729668334868, 3.57772966833487, 3.57772966833487, 3.5777296683348716, 3.577729668334868, 3.577729668334868, 3.57772966833487, 3.577729668334868, 3.577729668334868, 3.23747178867872, 2.89721390902257, 2.55695602936642, 3.9179875479910216, 3.23747178867872, 2.89721390902257, 2.5569560293664217]"
"[ 0.66697148  2.00189235  2.0317859   2.97799962  0.0255936   0.20198289
  6.50389082 13.84458995  0.32597874  0.30169318]","[0.7000000000000001, 2.0, 2.1, 2.8000000000000003, 0.0, 0.0, 6.3, 13.600000000000001, 0.0, 0.0]","[0.7000000000000001, 2.0, 2.6999999999999997, 2.8000000000000003, 0.0, 0.0, 6.3, 13.600000000000001, 0.0, 0.0]",1.2584300593817304,"[2.3599716566750075, 2.732365269771295, 1.6255838923336157, 2.2929940469479444, 1.0185625165853764, 1.888274294640354, 0.023475970128885137, 0.08917803209877206, 0.018827671666603152, 0.196889147300098, 2.8061845782295496, 0.34625350542830624, 1.2344815273847694, 0.010689845457406477, 0.025090834740939982, 0.0004725618680758714, 0.11735212686613039, 0.008222494762971877, 0.0004725618680758714, 0.011162407325482349, 0.025563396609015854, 0.0, 0.11735212686613039, 0.008222494762971877, 1.2584300593817126, 1.2584300593816984, 1.2584300593816877, 1.2584300593817126, 1.2584300593816984, 1.2584300593816877, 1.2584300593817304, 1.2584300593817286, 1.2584300593817286, 1.2584300593817286, 1.2584300593817304, 1.2584300593817286, 1.2584300593817304, 1.2584300593817286, 1.2584300593817304, 1.2584300593817286, 1.2584300593817304, 1.2584300593817286, 0.9181721797255786, 0.5779143000694269, 0.23765642041327695, 0.9181721797255786, 0.5779143000694269, 0.23765642041327695]"
"[ 0.71078439  1.3919083   0.26562741  1.98037693  2.07726208  3.41078909
  6.44070581  8.20040837  0.05347938 19.61599465]","[0.7000000000000001, 1.4000000000000001, 0.3, 2.0, 2.0, 3.5999999999999996, 6.3, 8.0, 0.0, 20.0]","[0.8, 1.4000000000000001, 0.3, 2.0, 2.0, 3.5999999999999996, 6.3, 8.0, 0.0, 20.0]",3.7665816468164817,"[3.7310375322031604, 0.0355441146133213, 0.22774033955443151, 0.045771675939471734, 0.574491915176969, 0.13686834517466195, 0.0355441146133213, 0.0, 0.22774033955443151, 0.045771675939471734, 0.574491915176969, 0.13686834517466195, 3.7665816468164746, 3.7665816468164994, 3.766581646816526, 3.7665816468165616, 3.7665816468164746, 3.7665816468164994, 3.7665816468164763, 3.766581646816551, 3.766581646816487, 3.76658164681651, 3.7665816468164586, 3.76658164681651, 3.7665816468164373, 3.7665816468165403, 3.7665816468164213, 3.7665816468164053, 3.7665816468164586, 3.7665816468163964, 3.7665816468164373, 3.766581646816494, 3.7665816468164213, 3.76658164681648, 3.7665816468164923, 3.766581646816473, 3.7665816468164106, 3.766581646816464, 3.7665816468164834, 3.766581646816455, 3.7665816468164923, 3.766581646816473, 3.766581646816503, 3.766581646816464, 3.7665816468164124, 3.766581646816455, 3.4263237671603317, 3.0860658875041818, 2.745808007848032, 3.583607840961312, 3.400634035106144, 3.2176602292509724]"
"[ 0.31250744  0.1903834   4.8445467   5.99294118  3.59516033 10.5094258
 13.42634133 14.71448402 17.65917342 19.80863077]","[0.30000000000000004, 0.2, 4.8, 6.0, 3.5, 10.799999999999999, 13.299999999999999, 14.4, 18.0, 20.0]","[0.6000000000000001, 0.2, 4.8, 6.0, 3.5, 10.799999999999999, 13.299999999999999, 14.4, 18.0, 20.0]",0.617537191846484,"[0.5248092921153464, 0.36782011492091016, 1.5684368109111944, 0.20663201364138573, 2.5941595256081875, 0.04308506328418815, 1.1423464839618305, 0.24971707692557388, 0.04308506328418993, 0.0, 0.5987100073008875, 0.6529001610590477, 0.5964808006903723, 0.7046820977575301, 0.610856935922385, 0.7727119467390189, 0.5987100073008875, 0.6529001610590477, 0.5964808006903723, 0.7046820977575301, 0.610856935922385, 0.7727119467390189, 0.4359431141884187, 0.4581863297686919, 0.40331193831022283, 0.4322953343472591, 0.39362706860917207, 0.41294859826918007, 0.5673912888604882, 0.6736154306839222, 0.5233433724944767, 0.7354407578688491, 0.48553894957480637, 0.6155723394408508, 0.6201056337373494, 0.6142175671665786, 0.6134773503457787, 0.6155723394408508, 0.6201056337373494, 0.6142175671665786, 0.623269180584348, 0.6134773503457787, 0.4345633859913143, 0.25158958013614274, 0.06861577428097476, 0.4345633859913125, 0.25158958013614274, 0.06861577428097476]"
"[ 0.6583874   1.39211877  1.93297715  3.19581173  3.74918038  5.6554074
 13.64653391 15.0455824  17.04240194  0.78847117]","[0.7000000000000001, 1.4000000000000001, 1.7999999999999998, 3.2, 3.5, 5.3999999999999995, 13.299999999999999, 15.200000000000001, 17.1, 1.0]","[0.8, 1.4000000000000001, 1.7999999999999998, 3.2, 3.5, 5.3999999999999995, 13.299999999999999, 15.200000000000001, 17.1, 1.0]",3.1646839535901137,"[3.162462685361916, 0.0022212682281974594, 0.11625480347056794, 0.006064551813954822, 0.3792452913331523, 0.055596970133770185, 0.0022212682281974594, 0.0, 0.11625480347056794, 0.006064551813954822, 0.3792452913331523, 0.055596970133770185, 3.164683953590055, 3.164683953589911, 3.164683953590007, 3.164683953590144, 3.164683953589968, 3.1646839535901083, 3.1646839535899147, 3.1646839535900817, 3.164683953590087, 3.1646839535900515, 3.164683953590032, 3.164683953590025, 3.1646839535902753, 3.1646839535902966, 3.1646839535902327, 3.1646839535902718, 3.1646839535901954, 3.1646839535902487, 3.1646839535901172, 3.1646839535901137, 3.1646839535902327, 3.1646839535901137, 3.1646839535901137, 3.1646839535901172, 3.16468395359011, 3.1646839535901172, 3.1646839535901083, 3.1646839535901066, 3.16468395359011, 3.1646839535901172, 3.1646839535901083, 3.1646839535901066, 2.981710147734944, 3.3476577594452834, 2.798736341879774, 2.615762536024606, 3.5049418332462636, 2.8244260739339655, 2.4841681942778155, 2.143910314621664]"
"[ 0.65221715  1.66790967  2.06966688  2.87569252  3.9989021   1.09663446
 13.63080121 13.16633401 17.62298763 19.77816788]","[0.7000000000000001, 1.6, 2.1, 2.8000000000000003, 4.0, 1.2, 13.299999999999999, 12.8, 18.0, 20.0]","[0.7000000000000001, 1.6, 2.4, 2.8000000000000003, 4.0, 1.2, 13.299999999999999, 12.8, 18.0, 20.0]",1.7664875364823462,"[3.2869862228119704, 3.7137951198673083, 2.4250115382966033, 3.2095848532541336, 1.6813302797788854, 2.7370135682335572, 2.787356906562989, 0.018827671666601375, 0.00015899237292060775, 0.02347597012888869, 0.06519267726924483, 0.08917803209877917, 1.7420521711793349, 0.005607693636410005, 0.07675727237839425, 0.008503493557348918, 0.22803491133535303, 0.040419215771134276, 0.005607693636410005, 0.0, 0.07675727237839425, 0.008503493557348918, 0.22803491133535303, 0.040419215771134276, 1.7664875364823516, 1.7664875364823374, 1.766487536482341, 1.766487536482332, 1.7664875364823285, 1.7664875364823267, 1.7664875364823338, 1.766487536482364, 1.766487536482325, 1.766487536482387, 1.7664875364824137, 1.7664875364823445, 1.766487536482348, 1.7664875364823445, 1.7664875364823462, 1.7664875364823445, 1.766487536482348, 1.7664875364823445, 1.7664875364823498, 1.7664875364823462, 1.7664875364823533, 1.5835137306271783, 1.4005399247720085, 1.2175661189168387, 1.5835137306271783, 1.4005399247720085, 1.2175661189168387]"
"[0.78414533 1.47089359 1.98341237 2.65352178 3.12011424 3.8397006
 5.03733783 7.11860885 0.37528394 2.05225119]","[0.8, 1.4000000000000001, 2.1, 2.8000000000000003, 3.0, 3.5999999999999996, 4.8999999999999995, 7.2, 0.0, 2.0]","[0.8, 1.4000000000000001, 3.0, 2.8000000000000003, 3.0, 3.5999999999999996, 4.8999999999999995, 7.2, 0.0, 2.0]",1.1482913913863744,"[2.7873569065629002, 0.018827671666604928, 0.00015899237292060775, 0.023475970128878032, 0.06519267726923061, 0.08917803209876496, 3.305813894478618, 3.732622791533956, 2.4438392099632473, 3.2284125249207793, 1.700157951445524, 2.755841239900203, 1.111063268727726, 0.03137309505645369, 0.015593248626608158, 0.01140395073371181, 0.05832186167024034, 0.0028072023654353018, 0.01840045099204346, 0.04977354604849715, 0.0028072023654353018, 0.014211153099147111, 0.06112906403567564, 0.0, 1.1482913913863442, 1.1482913913862642, 1.1482913913863193, 1.1482913913863886, 1.1482913913862998, 1.1482913913863726, 1.1482913913863442, 1.1482913913862642, 1.1482913913863193, 1.1482913913863886, 1.1482913913862998, 1.1482913913863726, 1.1482913913864632, 1.148291391386472, 1.1482913913864436, 1.1482913913864614, 1.148291391386424, 1.1482913913864508, 1.148291391386378, 1.1482913913863726, 1.1482913913863957, 1.148291391386369, 1.1482913913863744, 1.148291391386369, 0.8080335117302262, 0.46777563207407447, 0.1275177524179263, 1.488549271042526, 0.8080335117302262, 1.828807150698676, 0.46777563207407624, 0.1275177524179263]"
"[7.86687456e-01 1.47190575e+00 2.11601647e+00 2.82573616e+00
 2.55935999e-02 4.50422832e-02 5.87273634e+00 7.07457074e+00
 1.59728570e-02 1.84606487e+01]","[0.8, 1.4000000000000001, 2.1, 2.8000000000000003, 0.0, 0.0, 5.6, 7.2, 0.0, 18.0]","[0.8, 1.4000000000000001, 2.6999999999999997, 2.8000000000000003, 0.0, 0.0, 5.6, 7.2, 0.0, 18.0]",1.4081845316378363,"[2.7873569065629393, 0.018827671666604928, 0.00015899237292060775, 0.02347597012888336, 0.06519267726923772, 0.08917803209877384, 3.3058138944785984, 3.7326227915339363, 2.443839209963228, 3.22841252492076, 1.7001579514455063, 2.7558412399001835, 1.3882803107346895, 0.015126050436988336, 0.022516122116700288, 0.0010765492365418794, 0.12275348520910967, 0.0060541096996011845, 0.0010765492365436558, 0.016202599673530216, 0.023592671353242167, 0.0, 0.12275348520910967, 0.0060541096996011845, 1.4081845316378239, 1.4081845316378168, 1.408184531637815, 1.4081845316378239, 1.4081845316378168, 1.408184531637815, 1.4081845316378274, 1.4081845316378345, 1.4081845316378345, 1.4081845316378327, 1.4081845316378327, 1.4081845316378327, 1.4081845316378363, 1.4081845316378345, 1.4081845316378274, 1.4081845316378327, 1.4081845316378363, 1.4081845316378327, 1.0679266519816863, 0.7276687723255364, 0.38741089266938467, 1.2252107257826665, 1.5911583374930043, 1.0422369199274968, 1.7741321433481758, 0.859263114072327]"
